,ds,floor,cap
675,2022-01-05,0,17368
676,2022-01-06,0,17368
677,2022-01-07,0,17368
678,2022-01-08,0,17368
679,2022-01-09,0,17368
680,2022-01-10,0,17368
681,2022-01-11,0,17368
682,2022-01-12,0,17368
683,2022-01-13,0,17368
684,2022-01-14,0,17368
685,2022-01-15,0,17368
686,2022-01-16,0,17368
687,2022-01-17,0,17368
688,2022-01-18,0,17368
689,2022-01-19,0,17368
690,2022-01-20,0,17368
691,2022-01-21,0,17368
692,2022-01-22,0,17368
693,2022-01-23,0,17368
694,2022-01-24,0,17368
695,2022-01-25,0,17368
696,2022-01-26,0,17368
697,2022-01-27,0,17368
698,2022-01-28,0,17368
699,2022-01-29,0,17368
700,2022-01-30,0,17368
701,2022-01-31,0,17368
702,2022-02-01,0,17368
703,2022-02-02,0,17368
704,2022-02-03,0,17368
705,2022-02-04,0,17368
706,2022-02-05,0,17368
707,2022-02-06,0,17368
708,2022-02-07,0,17368
709,2022-02-08,0,17368
710,2022-02-09,0,17368
711,2022-02-10,0,17368
712,2022-02-11,0,17368
713,2022-02-12,0,17368
714,2022-02-13,0,17368
715,2022-02-14,0,17368
716,2022-02-15,0,17368
717,2022-02-16,0,17368
718,2022-02-17,0,17368
719,2022-02-18,0,17368
720,2022-02-19,0,17368
721,2022-02-20,0,17368
722,2022-02-21,0,17368
723,2022-02-22,0,17368
724,2022-02-23,0,17368
725,2022-02-24,0,17368
726,2022-02-25,0,17368
727,2022-02-26,0,17368
728,2022-02-27,0,17368
729,2022-02-28,0,17368
730,2022-03-01,0,17368
731,2022-03-02,0,17368
732,2022-03-03,0,17368
733,2022-03-04,0,17368
734,2022-03-05,0,17368
735,2022-03-06,0,17368
736,2022-03-07,0,17368
737,2022-03-08,0,17368
738,2022-03-09,0,17368
739,2022-03-10,0,17368
740,2022-03-11,0,17368
741,2022-03-12,0,17368
742,2022-03-13,0,17368
743,2022-03-14,0,17368
744,2022-03-15,0,17368
745,2022-03-16,0,17368
746,2022-03-17,0,17368
747,2022-03-18,0,17368
748,2022-03-19,0,17368
749,2022-03-20,0,17368
750,2022-03-21,0,17368
751,2022-03-22,0,17368
752,2022-03-23,0,17368
753,2022-03-24,0,17368
754,2022-03-25,0,17368
755,2022-03-26,0,17368
756,2022-03-27,0,17368
757,2022-03-28,0,17368
758,2022-03-29,0,17368
759,2022-03-30,0,17368
760,2022-03-31,0,17368
761,2022-04-01,0,17368
762,2022-04-02,0,17368
763,2022-04-03,0,17368
764,2022-04-04,0,17368
765,2022-04-05,0,17368
766,2022-04-06,0,17368
767,2022-04-07,0,17368
768,2022-04-08,0,17368
769,2022-04-09,0,17368
770,2022-04-10,0,17368
771,2022-04-11,0,17368
772,2022-04-12,0,17368
773,2022-04-13,0,17368
774,2022-04-14,0,17368
775,2022-04-15,0,17368
776,2022-04-16,0,17368
777,2022-04-17,0,17368
778,2022-04-18,0,17368
779,2022-04-19,0,17368
780,2022-04-20,0,17368
781,2022-04-21,0,17368
782,2022-04-22,0,17368
783,2022-04-23,0,17368
784,2022-04-24,0,17368
785,2022-04-25,0,17368
786,2022-04-26,0,17368
787,2022-04-27,0,17368
788,2022-04-28,0,17368
789,2022-04-29,0,17368
790,2022-04-30,0,17368
791,2022-05-01,0,17368
792,2022-05-02,0,17368
793,2022-05-03,0,17368
794,2022-05-04,0,17368
795,2022-05-05,0,17368
796,2022-05-06,0,17368
797,2022-05-07,0,17368
798,2022-05-08,0,17368
799,2022-05-09,0,17368
800,2022-05-10,0,17368
801,2022-05-11,0,17368
802,2022-05-12,0,17368
803,2022-05-13,0,17368
804,2022-05-14,0,17368
805,2022-05-15,0,17368
806,2022-05-16,0,17368
807,2022-05-17,0,17368
808,2022-05-18,0,17368
809,2022-05-19,0,17368
810,2022-05-20,0,17368
811,2022-05-21,0,17368
812,2022-05-22,0,17368
813,2022-05-23,0,17368
814,2022-05-24,0,17368
815,2022-05-25,0,17368
816,2022-05-26,0,17368
817,2022-05-27,0,17368
818,2022-05-28,0,17368
819,2022-05-29,0,17368
820,2022-05-30,0,17368
821,2022-05-31,0,17368
822,2022-06-01,0,17368
823,2022-06-02,0,17368
824,2022-06-03,0,17368
825,2022-06-04,0,17368
826,2022-06-05,0,17368
827,2022-06-06,0,17368
828,2022-06-07,0,17368
829,2022-06-08,0,17368
830,2022-06-09,0,17368
831,2022-06-10,0,17368
832,2022-06-11,0,17368
833,2022-06-12,0,17368
834,2022-06-13,0,17368
835,2022-06-14,0,17368
836,2022-06-15,0,17368
837,2022-06-16,0,17368
838,2022-06-17,0,17368
839,2022-06-18,0,17368
840,2022-06-19,0,17368
841,2022-06-20,0,17368
842,2022-06-21,0,17368
843,2022-06-22,0,17368
844,2022-06-23,0,17368
845,2022-06-24,0,17368
846,2022-06-25,0,17368
847,2022-06-26,0,17368
848,2022-06-27,0,17368
849,2022-06-28,0,17368
850,2022-06-29,0,17368
851,2022-06-30,0,17368
852,2022-07-01,0,17368
853,2022-07-02,0,17368
854,2022-07-03,0,17368
855,2022-07-04,0,17368
856,2022-07-05,0,17368
857,2022-07-06,0,17368
858,2022-07-07,0,17368
859,2022-07-08,0,17368
860,2022-07-09,0,17368
861,2022-07-10,0,17368
862,2022-07-11,0,17368
863,2022-07-12,0,17368
864,2022-07-13,0,17368
865,2022-07-14,0,17368
866,2022-07-15,0,17368
867,2022-07-16,0,17368
868,2022-07-17,0,17368
869,2022-07-18,0,17368
870,2022-07-19,0,17368
871,2022-07-20,0,17368
872,2022-07-21,0,17368
873,2022-07-22,0,17368
874,2022-07-23,0,17368
875,2022-07-24,0,17368
876,2022-07-25,0,17368
877,2022-07-26,0,17368
878,2022-07-27,0,17368
879,2022-07-28,0,17368
880,2022-07-29,0,17368
881,2022-07-30,0,17368
882,2022-07-31,0,17368
883,2022-08-01,0,17368
884,2022-08-02,0,17368
885,2022-08-03,0,17368
886,2022-08-04,0,17368
887,2022-08-05,0,17368
888,2022-08-06,0,17368
889,2022-08-07,0,17368
890,2022-08-08,0,17368
891,2022-08-09,0,17368
892,2022-08-10,0,17368
893,2022-08-11,0,17368
894,2022-08-12,0,17368
895,2022-08-13,0,17368
896,2022-08-14,0,17368
897,2022-08-15,0,17368
898,2022-08-16,0,17368
899,2022-08-17,0,17368
900,2022-08-18,0,17368
901,2022-08-19,0,17368
902,2022-08-20,0,17368
903,2022-08-21,0,17368
904,2022-08-22,0,17368
905,2022-08-23,0,17368
906,2022-08-24,0,17368
907,2022-08-25,0,17368
908,2022-08-26,0,17368
909,2022-08-27,0,17368
910,2022-08-28,0,17368
911,2022-08-29,0,17368
912,2022-08-30,0,17368
913,2022-08-31,0,17368
914,2022-09-01,0,17368
915,2022-09-02,0,17368
916,2022-09-03,0,17368
917,2022-09-04,0,17368
918,2022-09-05,0,17368
919,2022-09-06,0,17368
920,2022-09-07,0,17368
921,2022-09-08,0,17368
922,2022-09-09,0,17368
923,2022-09-10,0,17368
924,2022-09-11,0,17368
925,2022-09-12,0,17368
926,2022-09-13,0,17368
927,2022-09-14,0,17368
928,2022-09-15,0,17368
929,2022-09-16,0,17368
930,2022-09-17,0,17368
931,2022-09-18,0,17368
932,2022-09-19,0,17368
933,2022-09-20,0,17368
934,2022-09-21,0,17368
935,2022-09-22,0,17368
936,2022-09-23,0,17368
937,2022-09-24,0,17368
938,2022-09-25,0,17368
939,2022-09-26,0,17368
940,2022-09-27,0,17368
941,2022-09-28,0,17368
942,2022-09-29,0,17368
943,2022-09-30,0,17368
944,2022-10-01,0,17368
945,2022-10-02,0,17368
946,2022-10-03,0,17368
947,2022-10-04,0,17368
948,2022-10-05,0,17368
949,2022-10-06,0,17368
950,2022-10-07,0,17368
951,2022-10-08,0,17368
952,2022-10-09,0,17368
953,2022-10-10,0,17368
954,2022-10-11,0,17368
955,2022-10-12,0,17368
956,2022-10-13,0,17368
957,2022-10-14,0,17368
958,2022-10-15,0,17368
959,2022-10-16,0,17368
960,2022-10-17,0,17368
961,2022-10-18,0,17368
962,2022-10-19,0,17368
963,2022-10-20,0,17368
964,2022-10-21,0,17368
965,2022-10-22,0,17368
966,2022-10-23,0,17368
967,2022-10-24,0,17368
968,2022-10-25,0,17368
969,2022-10-26,0,17368
970,2022-10-27,0,17368
971,2022-10-28,0,17368
972,2022-10-29,0,17368
973,2022-10-30,0,17368
974,2022-10-31,0,17368
975,2022-11-01,0,17368
976,2022-11-02,0,17368
977,2022-11-03,0,17368
978,2022-11-04,0,17368
979,2022-11-05,0,17368
980,2022-11-06,0,17368
981,2022-11-07,0,17368
982,2022-11-08,0,17368
983,2022-11-09,0,17368
984,2022-11-10,0,17368
985,2022-11-11,0,17368
986,2022-11-12,0,17368
987,2022-11-13,0,17368
988,2022-11-14,0,17368
989,2022-11-15,0,17368
990,2022-11-16,0,17368
991,2022-11-17,0,17368
992,2022-11-18,0,17368
993,2022-11-19,0,17368
994,2022-11-20,0,17368
995,2022-11-21,0,17368
996,2022-11-22,0,17368
997,2022-11-23,0,17368
998,2022-11-24,0,17368
999,2022-11-25,0,17368
1000,2022-11-26,0,17368
1001,2022-11-27,0,17368
1002,2022-11-28,0,17368
1003,2022-11-29,0,17368
1004,2022-11-30,0,17368
1005,2022-12-01,0,17368
1006,2022-12-02,0,17368
1007,2022-12-03,0,17368
1008,2022-12-04,0,17368
1009,2022-12-05,0,17368
1010,2022-12-06,0,17368
1011,2022-12-07,0,17368
1012,2022-12-08,0,17368
1013,2022-12-09,0,17368
1014,2022-12-10,0,17368
1015,2022-12-11,0,17368
1016,2022-12-12,0,17368
1017,2022-12-13,0,17368
1018,2022-12-14,0,17368
1019,2022-12-15,0,17368
1020,2022-12-16,0,17368
1021,2022-12-17,0,17368
1022,2022-12-18,0,17368
1023,2022-12-19,0,17368
1024,2022-12-20,0,17368
1025,2022-12-21,0,17368
1026,2022-12-22,0,17368
1027,2022-12-23,0,17368
1028,2022-12-24,0,17368
1029,2022-12-25,0,17368
1030,2022-12-26,0,17368
1031,2022-12-27,0,17368
1032,2022-12-28,0,17368
1033,2022-12-29,0,17368
1034,2022-12-30,0,17368
1035,2022-12-31,0,17368
1036,2023-01-01,0,17368
1037,2023-01-02,0,17368
1038,2023-01-03,0,17368
1039,2023-01-04,0,17368
1040,2023-01-05,0,17368
1041,2023-01-06,0,17368
1042,2023-01-07,0,17368
1043,2023-01-08,0,17368
1044,2023-01-09,0,17368
1045,2023-01-10,0,17368
1046,2023-01-11,0,17368
1047,2023-01-12,0,17368
1048,2023-01-13,0,17368
1049,2023-01-14,0,17368
1050,2023-01-15,0,17368
1051,2023-01-16,0,17368
1052,2023-01-17,0,17368
1053,2023-01-18,0,17368
1054,2023-01-19,0,17368
1055,2023-01-20,0,17368
1056,2023-01-21,0,17368
1057,2023-01-22,0,17368
1058,2023-01-23,0,17368
1059,2023-01-24,0,17368
1060,2023-01-25,0,17368
1061,2023-01-26,0,17368
1062,2023-01-27,0,17368
1063,2023-01-28,0,17368
1064,2023-01-29,0,17368
1065,2023-01-30,0,17368
1066,2023-01-31,0,17368
1067,2023-02-01,0,17368
1068,2023-02-02,0,17368
1069,2023-02-03,0,17368
1070,2023-02-04,0,17368
1071,2023-02-05,0,17368
1072,2023-02-06,0,17368
1073,2023-02-07,0,17368
1074,2023-02-08,0,17368
1075,2023-02-09,0,17368
1076,2023-02-10,0,17368
1077,2023-02-11,0,17368
1078,2023-02-12,0,17368
1079,2023-02-13,0,17368
1080,2023-02-14,0,17368
1081,2023-02-15,0,17368
1082,2023-02-16,0,17368
1083,2023-02-17,0,17368
1084,2023-02-18,0,17368
1085,2023-02-19,0,17368
1086,2023-02-20,0,17368
1087,2023-02-21,0,17368
1088,2023-02-22,0,17368
1089,2023-02-23,0,17368
1090,2023-02-24,0,17368
1091,2023-02-25,0,17368
1092,2023-02-26,0,17368
1093,2023-02-27,0,17368
1094,2023-02-28,0,17368
1095,2023-03-01,0,17368
1096,2023-03-02,0,17368
1097,2023-03-03,0,17368
1098,2023-03-04,0,17368
1099,2023-03-05,0,17368
1100,2023-03-06,0,17368
1101,2023-03-07,0,17368
1102,2023-03-08,0,17368
1103,2023-03-09,0,17368
1104,2023-03-10,0,17368
1105,2023-03-11,0,17368
1106,2023-03-12,0,17368
1107,2023-03-13,0,17368
1108,2023-03-14,0,17368
1109,2023-03-15,0,17368
1110,2023-03-16,0,17368
1111,2023-03-17,0,17368
1112,2023-03-18,0,17368
1113,2023-03-19,0,17368
1114,2023-03-20,0,17368
1115,2023-03-21,0,17368
1116,2023-03-22,0,17368
1117,2023-03-23,0,17368
1118,2023-03-24,0,17368
1119,2023-03-25,0,17368
1120,2023-03-26,0,17368
1121,2023-03-27,0,17368
1122,2023-03-28,0,17368
1123,2023-03-29,0,17368
1124,2023-03-30,0,17368
1125,2023-03-31,0,17368
1126,2023-04-01,0,17368
1127,2023-04-02,0,17368
1128,2023-04-03,0,17368
1129,2023-04-04,0,17368
1130,2023-04-05,0,17368
1131,2023-04-06,0,17368
1132,2023-04-07,0,17368
1133,2023-04-08,0,17368
1134,2023-04-09,0,17368
1135,2023-04-10,0,17368
1136,2023-04-11,0,17368
1137,2023-04-12,0,17368
1138,2023-04-13,0,17368
1139,2023-04-14,0,17368
1140,2023-04-15,0,17368
1141,2023-04-16,0,17368
1142,2023-04-17,0,17368
1143,2023-04-18,0,17368
1144,2023-04-19,0,17368
1145,2023-04-20,0,17368
1146,2023-04-21,0,17368
1147,2023-04-22,0,17368
1148,2023-04-23,0,17368
1149,2023-04-24,0,17368
1150,2023-04-25,0,17368
1151,2023-04-26,0,17368
1152,2023-04-27,0,17368
1153,2023-04-28,0,17368
1154,2023-04-29,0,17368
1155,2023-04-30,0,17368
1156,2023-05-01,0,17368
1157,2023-05-02,0,17368
1158,2023-05-03,0,17368
1159,2023-05-04,0,17368
1160,2023-05-05,0,17368
1161,2023-05-06,0,17368
1162,2023-05-07,0,17368
1163,2023-05-08,0,17368
1164,2023-05-09,0,17368
1165,2023-05-10,0,17368
1166,2023-05-11,0,17368
1167,2023-05-12,0,17368
1168,2023-05-13,0,17368
1169,2023-05-14,0,17368
1170,2023-05-15,0,17368
1171,2023-05-16,0,17368
1172,2023-05-17,0,17368
1173,2023-05-18,0,17368
1174,2023-05-19,0,17368
1175,2023-05-20,0,17368
1176,2023-05-21,0,17368
1177,2023-05-22,0,17368
1178,2023-05-23,0,17368
1179,2023-05-24,0,17368
1180,2023-05-25,0,17368
1181,2023-05-26,0,17368
1182,2023-05-27,0,17368
1183,2023-05-28,0,17368
1184,2023-05-29,0,17368
1185,2023-05-30,0,17368
1186,2023-05-31,0,17368
1187,2023-06-01,0,17368
1188,2023-06-02,0,17368
1189,2023-06-03,0,17368
1190,2023-06-04,0,17368
1191,2023-06-05,0,17368
1192,2023-06-06,0,17368
1193,2023-06-07,0,17368
1194,2023-06-08,0,17368
1195,2023-06-09,0,17368
1196,2023-06-10,0,17368
1197,2023-06-11,0,17368
1198,2023-06-12,0,17368
1199,2023-06-13,0,17368
1200,2023-06-14,0,17368
1201,2023-06-15,0,17368
1202,2023-06-16,0,17368
1203,2023-06-17,0,17368
1204,2023-06-18,0,17368
1205,2023-06-19,0,17368
1206,2023-06-20,0,17368
1207,2023-06-21,0,17368
1208,2023-06-22,0,17368
1209,2023-06-23,0,17368
1210,2023-06-24,0,17368
1211,2023-06-25,0,17368
1212,2023-06-26,0,17368
1213,2023-06-27,0,17368
1214,2023-06-28,0,17368
1215,2023-06-29,0,17368
1216,2023-06-30,0,17368
1217,2023-07-01,0,17368
1218,2023-07-02,0,17368
1219,2023-07-03,0,17368
1220,2023-07-04,0,17368
1221,2023-07-05,0,17368
1222,2023-07-06,0,17368
1223,2023-07-07,0,17368
1224,2023-07-08,0,17368
1225,2023-07-09,0,17368
1226,2023-07-10,0,17368
1227,2023-07-11,0,17368
1228,2023-07-12,0,17368
1229,2023-07-13,0,17368
1230,2023-07-14,0,17368
1231,2023-07-15,0,17368
1232,2023-07-16,0,17368
1233,2023-07-17,0,17368
1234,2023-07-18,0,17368
1235,2023-07-19,0,17368
1236,2023-07-20,0,17368
1237,2023-07-21,0,17368
1238,2023-07-22,0,17368
1239,2023-07-23,0,17368
1240,2023-07-24,0,17368
1241,2023-07-25,0,17368
1242,2023-07-26,0,17368
1243,2023-07-27,0,17368
1244,2023-07-28,0,17368
1245,2023-07-29,0,17368
1246,2023-07-30,0,17368
1247,2023-07-31,0,17368
1248,2023-08-01,0,17368
1249,2023-08-02,0,17368
1250,2023-08-03,0,17368
1251,2023-08-04,0,17368
1252,2023-08-05,0,17368
1253,2023-08-06,0,17368
1254,2023-08-07,0,17368
1255,2023-08-08,0,17368
1256,2023-08-09,0,17368
1257,2023-08-10,0,17368
1258,2023-08-11,0,17368
1259,2023-08-12,0,17368
1260,2023-08-13,0,17368
1261,2023-08-14,0,17368
1262,2023-08-15,0,17368
1263,2023-08-16,0,17368
1264,2023-08-17,0,17368
1265,2023-08-18,0,17368
1266,2023-08-19,0,17368
1267,2023-08-20,0,17368
1268,2023-08-21,0,17368
1269,2023-08-22,0,17368
1270,2023-08-23,0,17368
1271,2023-08-24,0,17368
1272,2023-08-25,0,17368
1273,2023-08-26,0,17368
1274,2023-08-27,0,17368
1275,2023-08-28,0,17368
1276,2023-08-29,0,17368
1277,2023-08-30,0,17368
1278,2023-08-31,0,17368
1279,2023-09-01,0,17368
1280,2023-09-02,0,17368
1281,2023-09-03,0,17368
1282,2023-09-04,0,17368
1283,2023-09-05,0,17368
1284,2023-09-06,0,17368
1285,2023-09-07,0,17368
1286,2023-09-08,0,17368
1287,2023-09-09,0,17368
1288,2023-09-10,0,17368
1289,2023-09-11,0,17368
1290,2023-09-12,0,17368
1291,2023-09-13,0,17368
1292,2023-09-14,0,17368
1293,2023-09-15,0,17368
1294,2023-09-16,0,17368
1295,2023-09-17,0,17368
1296,2023-09-18,0,17368
1297,2023-09-19,0,17368
1298,2023-09-20,0,17368
1299,2023-09-21,0,17368
1300,2023-09-22,0,17368
1301,2023-09-23,0,17368
1302,2023-09-24,0,17368
1303,2023-09-25,0,17368
1304,2023-09-26,0,17368
1305,2023-09-27,0,17368
1306,2023-09-28,0,17368
1307,2023-09-29,0,17368
1308,2023-09-30,0,17368
1309,2023-10-01,0,17368
1310,2023-10-02,0,17368
1311,2023-10-03,0,17368
1312,2023-10-04,0,17368
1313,2023-10-05,0,17368
1314,2023-10-06,0,17368
1315,2023-10-07,0,17368
1316,2023-10-08,0,17368
1317,2023-10-09,0,17368
1318,2023-10-10,0,17368
1319,2023-10-11,0,17368
1320,2023-10-12,0,17368
1321,2023-10-13,0,17368
1322,2023-10-14,0,17368
1323,2023-10-15,0,17368
1324,2023-10-16,0,17368
1325,2023-10-17,0,17368
1326,2023-10-18,0,17368
1327,2023-10-19,0,17368
1328,2023-10-20,0,17368
1329,2023-10-21,0,17368
1330,2023-10-22,0,17368
1331,2023-10-23,0,17368
